Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir D:\Django_Project\project_first\my_blog\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\django\contrib\admin\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\django\contrib\auth\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\django\contrib\contenttypes\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\django\contrib\sessions\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\django\contrib\messages\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\django\contrib\staticfiles\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\django\contrib\sites\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\allauth\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\allauth\account\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\allauth\socialaccount\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\allauth\socialaccount\providers\github\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\allauth\socialaccount\providers\weibo\locale with glob **/*.mo.
Watching dir D:\Django_Project\project_first\my_blog\article\locale with glob **/*.mo.
Watching dir D:\Django_Project\project_first\my_blog\userprofile\locale with glob **/*.mo.
Watching dir D:\Django_Project\project_first\my_blog\comment\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\taggit\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\ckeditor\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\mptt\locale with glob **/*.mo.
Watching dir D:\django_blog_tutorial-master\env\lib\site-packages\notifications\locale with glob **/*.mo.
Watching dir D:\Django_Project\project_first\my_blog\notice\locale with glob **/*.mo.
(0.001) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None
(0.000) SELECT "django_migrations"."app", "django_migrations"."name" FROM "django_migrations"; args=()
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
(0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 4; args=(4,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 4; args=(4,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
(0.000) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 5; args=(5,)
"GET /article/article-detail/19/ HTTP/1.1" 200 55280
File D:\django_blog_tutorial-master\env\Lib\site-packages\markdown\extensions\tables.py first seen with mtime 1659190486.2152824
File D:\django_blog_tutorial-master\env\Lib\site-packages\markdown\extensions\extra.py first seen with mtime 1659190486.2152824
File D:\django_blog_tutorial-master\env\Lib\site-packages\markdown\extensions\def_list.py first seen with mtime 1659190486.2152824
File D:\django_blog_tutorial-master\env\Lib\site-packages\markdown\extensions\fenced_code.py first seen with mtime 1659190486.2152824
File D:\django_blog_tutorial-master\env\Lib\site-packages\markdown\extensions\codehilite.py first seen with mtime 1659190486.2152824
File D:\django_blog_tutorial-master\env\Lib\site-packages\markdown\extensions\attr_list.py first seen with mtime 1659190486.2152824
File D:\django_blog_tutorial-master\env\Lib\site-packages\pygments\plugin.py first seen with mtime 1659190484.6539462
File D:\django_blog_tutorial-master\env\Lib\site-packages\pygments\formatters\_mapping.py first seen with mtime 1659190484.732052
File D:\django_blog_tutorial-master\env\Lib\site-packages\pygments\lexers\_mapping.py first seen with mtime 1659190484.6851888
File D:\django_blog_tutorial-master\env\Lib\site-packages\pygments\formatters\__init__.py first seen with mtime 1659190484.7476742
File D:\django_blog_tutorial-master\env\Lib\site-packages\pygments\lexers\__init__.py first seen with mtime 1659190484.7164314
File D:\django_blog_tutorial-master\env\Lib\site-packages\markdown\extensions\footnotes.py first seen with mtime 1659190486.2152824
File D:\django_blog_tutorial-master\env\Lib\site-packages\markdown\extensions\abbr.py first seen with mtime 1659190486.2152824
File D:\django_blog_tutorial-master\env\Lib\site-packages\markdown\extensions\toc.py first seen with mtime 1659190486.230891
File D:\django_blog_tutorial-master\env\Lib\site-packages\markdown\extensions\smart_strong.py first seen with mtime 1659190486.2152824
File D:\django_blog_tutorial-master\env\Lib\site-packages\pygments\__init__.py first seen with mtime 1659190484.6539462
File D:\django_blog_tutorial-master\env\Lib\site-packages\pygments\modeline.py first seen with mtime 1659190484.6539462
File D:\django_blog_tutorial-master\env\Lib\site-packages\pygments\util.py first seen with mtime 1659190484.6539462
File D:\Django_Project\project_first\my_blog\my_blog\settings.py previous mtime: 1663164020.8518665, current mtime: 1663164415.660126
D:\Django_Project\project_first\my_blog\my_blog\settings.py notified as changed. Signal results: [(<function translation_file_changed at 0x0000025FD7BF0790>, None)].
D:\Django_Project\project_first\my_blog\my_blog\settings.py changed, reloading.
Watching for file changes with StatReloader
"GET /article/article-list/ HTTP/1.1" 200 12000
"GET /article/article-detail/19/ HTTP/1.1" 200 55280
D:\Django_Project\project_first\my_blog\my_blog\settings.py changed, reloading.
Internal Server Error: /article/article-detail/9999/
Traceback (most recent call last):
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\exception.py", line 34, in inner
    response = get_response(request)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Django_Project\project_first\my_blog\article\views.py", line 81, in article_detail
    article = ArticlePost.objects.get(id=id)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\db\models\manager.py", line 82, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\db\models\query.py", line 406, in get
    raise self.model.DoesNotExist(
article.models.ArticlePost.DoesNotExist: ArticlePost matching query does not exist.
"GET /article/article-detail/9999/ HTTP/1.1" 500 81386
Internal Server Error: /article/article-detail/19/
Traceback (most recent call last):
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\defaulttags.py", line 1021, in find_library
    return parser.libraries[name]
KeyError: 'my_filters_and_tag'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\exception.py", line 34, in inner
    response = get_response(request)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Django_Project\project_first\my_blog\article\views.py", line 95, in article_detail
    return render(request, 'article/detail.html', context)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\shortcuts.py", line 36, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader.py", line 15, in get_template
    return engine.get_template(template_name)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\backends\django.py", line 34, in get_template
    return Template(self.engine.get_template(template_name), self)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\engine.py", line 143, in get_template
    template, origin = self.find_template(template_name)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\engine.py", line 125, in find_template
    template = loader.get_template(name, skip=skip)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loaders\base.py", line 29, in get_template
    return Template(
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 156, in __init__
    self.nodelist = self.compile_nodelist()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 194, in compile_nodelist
    return parser.parse()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 478, in parse
    raise self.error(token, e)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 476, in parse
    compiled_result = compile_func(self, token)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader_tags.py", line 266, in do_extends
    nodelist = parser.parse()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 478, in parse
    raise self.error(token, e)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 476, in parse
    compiled_result = compile_func(self, token)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader_tags.py", line 209, in do_block
    nodelist = parser.parse(('endblock',))
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 478, in parse
    raise self.error(token, e)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 476, in parse
    compiled_result = compile_func(self, token)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\defaulttags.py", line 1078, in load
    lib = find_library(parser, name)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\defaulttags.py", line 1023, in find_library
    raise TemplateSyntaxError(
django.template.exceptions.TemplateSyntaxError: 'my_filters_and_tag' is not a registered tag library. Must be one of:
account
admin_list
admin_modify
admin_static
admin_urls
cache
i18n
l10n
log
mptt_admin
mptt_tags
my_filters_and_tags
notifications_tags
socialaccount
static
staticfiles
tz
"GET /article/article-detail/19/ HTTP/1.1" 500 193592
Internal Server Error: /article/article-detail/19/
Traceback (most recent call last):
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\defaulttags.py", line 1021, in find_library
    return parser.libraries[name]
KeyError: 'my_filters_and_tag'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\exception.py", line 34, in inner
    response = get_response(request)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Django_Project\project_first\my_blog\article\views.py", line 95, in article_detail
    return render(request, 'article/detail.html', context)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\shortcuts.py", line 36, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader.py", line 15, in get_template
    return engine.get_template(template_name)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\backends\django.py", line 34, in get_template
    return Template(self.engine.get_template(template_name), self)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\engine.py", line 143, in get_template
    template, origin = self.find_template(template_name)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\engine.py", line 125, in find_template
    template = loader.get_template(name, skip=skip)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loaders\base.py", line 29, in get_template
    return Template(
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 156, in __init__
    self.nodelist = self.compile_nodelist()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 194, in compile_nodelist
    return parser.parse()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 478, in parse
    raise self.error(token, e)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 476, in parse
    compiled_result = compile_func(self, token)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader_tags.py", line 266, in do_extends
    nodelist = parser.parse()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 478, in parse
    raise self.error(token, e)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 476, in parse
    compiled_result = compile_func(self, token)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader_tags.py", line 209, in do_block
    nodelist = parser.parse(('endblock',))
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 478, in parse
    raise self.error(token, e)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 476, in parse
    compiled_result = compile_func(self, token)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\defaulttags.py", line 1078, in load
    lib = find_library(parser, name)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\defaulttags.py", line 1023, in find_library
    raise TemplateSyntaxError(
django.template.exceptions.TemplateSyntaxError: 'my_filters_and_tag' is not a registered tag library. Must be one of:
account
admin_list
admin_modify
admin_static
admin_urls
cache
i18n
l10n
log
mptt_admin
mptt_tags
my_filters_and_tags
notifications_tags
socialaccount
static
staticfiles
tz
"GET /article/article-detail/19/ HTTP/1.1" 500 193592
Internal Server Error: /article/article-detail/19/
Traceback (most recent call last):
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 470, in parse
    compile_func = self.tags[command]
KeyError: 'show_comments_pub_time'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\exception.py", line 34, in inner
    response = get_response(request)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Django_Project\project_first\my_blog\article\views.py", line 95, in article_detail
    return render(request, 'article/detail.html', context)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\shortcuts.py", line 36, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader.py", line 15, in get_template
    return engine.get_template(template_name)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\backends\django.py", line 34, in get_template
    return Template(self.engine.get_template(template_name), self)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\engine.py", line 143, in get_template
    template, origin = self.find_template(template_name)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\engine.py", line 125, in find_template
    template = loader.get_template(name, skip=skip)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loaders\base.py", line 29, in get_template
    return Template(
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 156, in __init__
    self.nodelist = self.compile_nodelist()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 194, in compile_nodelist
    return parser.parse()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 478, in parse
    raise self.error(token, e)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 476, in parse
    compiled_result = compile_func(self, token)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader_tags.py", line 266, in do_extends
    nodelist = parser.parse()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 478, in parse
    raise self.error(token, e)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 476, in parse
    compiled_result = compile_func(self, token)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader_tags.py", line 209, in do_block
    nodelist = parser.parse(('endblock',))
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 472, in parse
    self.invalid_block_tag(token, command, parse_until)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 522, in invalid_block_tag
    raise self.error(
django.template.exceptions.TemplateSyntaxError: Invalid block tag on line 15: 'show_comments_pub_time', expected 'endblock'. Did you forget to register or load this tag?
"GET /article/article-detail/19/ HTTP/1.1" 500 185968
Internal Server Error: /article/article-detail/19/
Traceback (most recent call last):
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 470, in parse
    compile_func = self.tags[command]
KeyError: 'show_comments_pub_time'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\exception.py", line 34, in inner
    response = get_response(request)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Django_Project\project_first\my_blog\article\views.py", line 95, in article_detail
    return render(request, 'article/detail.html', context)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\shortcuts.py", line 36, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader.py", line 15, in get_template
    return engine.get_template(template_name)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\backends\django.py", line 34, in get_template
    return Template(self.engine.get_template(template_name), self)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\engine.py", line 143, in get_template
    template, origin = self.find_template(template_name)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\engine.py", line 125, in find_template
    template = loader.get_template(name, skip=skip)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loaders\base.py", line 29, in get_template
    return Template(
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 156, in __init__
    self.nodelist = self.compile_nodelist()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 194, in compile_nodelist
    return parser.parse()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 478, in parse
    raise self.error(token, e)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 476, in parse
    compiled_result = compile_func(self, token)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader_tags.py", line 266, in do_extends
    nodelist = parser.parse()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 478, in parse
    raise self.error(token, e)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 476, in parse
    compiled_result = compile_func(self, token)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader_tags.py", line 209, in do_block
    nodelist = parser.parse(('endblock',))
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 472, in parse
    self.invalid_block_tag(token, command, parse_until)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 522, in invalid_block_tag
    raise self.error(
django.template.exceptions.TemplateSyntaxError: Invalid block tag on line 15: 'show_comments_pub_time', expected 'endblock'. Did you forget to register or load this tag?
"GET /article/article-detail/19/ HTTP/1.1" 500 185968
Internal Server Error: /article/article-detail/19/
Traceback (most recent call last):
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 470, in parse
    compile_func = self.tags[command]
KeyError: 'show_comments_pub_time'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\exception.py", line 34, in inner
    response = get_response(request)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\Django_Project\project_first\my_blog\article\views.py", line 95, in article_detail
    return render(request, 'article/detail.html', context)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\shortcuts.py", line 36, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader.py", line 15, in get_template
    return engine.get_template(template_name)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\backends\django.py", line 34, in get_template
    return Template(self.engine.get_template(template_name), self)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\engine.py", line 143, in get_template
    template, origin = self.find_template(template_name)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\engine.py", line 125, in find_template
    template = loader.get_template(name, skip=skip)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loaders\base.py", line 29, in get_template
    return Template(
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 156, in __init__
    self.nodelist = self.compile_nodelist()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 194, in compile_nodelist
    return parser.parse()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 478, in parse
    raise self.error(token, e)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 476, in parse
    compiled_result = compile_func(self, token)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader_tags.py", line 266, in do_extends
    nodelist = parser.parse()
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 478, in parse
    raise self.error(token, e)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 476, in parse
    compiled_result = compile_func(self, token)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\loader_tags.py", line 209, in do_block
    nodelist = parser.parse(('endblock',))
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 472, in parse
    self.invalid_block_tag(token, command, parse_until)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 522, in invalid_block_tag
    raise self.error(
django.template.exceptions.TemplateSyntaxError: Invalid block tag on line 15: 'show_comments_pub_time', expected 'endblock'. Did you forget to register or load this tag?
"GET /article/article-detail/19/ HTTP/1.1" 500 185968
Internal Server Error: /article/article-detail/19/
Traceback (most recent call last):
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\template\base.py", line 470, in parse
    compile_func = self.tags[command]
KeyError: 'show_comments_pub_time'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\exception.py", line 34, in inner
    response = get_response(request)
  File "D:\django_blog_tutorial-master\env\lib\site-packages\django\core\handlers\base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
